# ----------------------------------------
# CRS UK - GA4
# Free-form-Free-form 1
# 20250627-20250924
# ----------------------------------------

,,,,Device category,mobile,desktop,tablet,Totals
Date,Landing page,Country,Event name,Session default channel group,Active users,Active users,Active users,Active users
20250731,/blast-freezer/40ftblastfreezer.html,United Kingdom,first_visit,Organic Search,0,1,0,1
20250731,/blast-freezer/40ftblastfreezer.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250731,/blast-freezer/40ftblastfreezer.html,United Kingdom,session_start,Organic Search,0,1,0,1
20250731,/blast-freezer/40ftblastfreezer.html,United States,first_visit,Direct,1,0,0,1
20250731,/blast-freezer/40ftblastfreezer.html,United States,page_view,Direct,1,0,0,1
20250731,/blast-freezer/40ftblastfreezer.html,United States,session_start,Direct,1,0,0,1
20250731,/blast-freezer/45ft-iso-blast-freezer.html,United States,first_visit,Direct,1,0,0,1
20250731,/blast-freezer/45ft-iso-blast-freezer.html,United States,page_view,Direct,1,0,0,1
20250731,/blast-freezer/45ft-iso-blast-freezer.html,United States,session_start,Direct,1,0,0,1
20250731,/blast-freezer/index.html,United States,first_visit,Direct,1,0,0,1
20250731,/blast-freezer/index.html,United States,page_view,Direct,1,0,0,1
20250731,/blast-freezer/index.html,United States,session_start,Direct,1,0,0,1
20250731,/blast-freezer/pharma-blast-freezer.html,United States,first_visit,Direct,1,0,0,1
20250731,/blast-freezer/pharma-blast-freezer.html,United States,page_view,Direct,1,0,0,1
20250731,/blast-freezer/pharma-blast-freezer.html,United States,session_start,Direct,1,0,0,1
20250731,/blast-freezer/preconditioning.html,United States,first_visit,Direct,1,0,0,1
20250731,/blast-freezer/preconditioning.html,United States,page_view,Direct,1,0,0,1
20250731,/blast-freezer/preconditioning.html,United States,session_start,Direct,1,0,0,1
20250731,/blast-freezer/super-freezer.html,United States,first_visit,Direct,1,0,0,1
20250731,/blast-freezer/super-freezer.html,United States,page_view,Direct,1,0,0,1
20250731,/blast-freezer/super-freezer.html,United States,session_start,Direct,1,0,0,1
20250731,/blast-freezer/wide-body-power-blast-115kw.html,United States,first_visit,Direct,1,0,0,1
20250731,/blast-freezer/wide-body-power-blast-115kw.html,United States,page_view,Direct,1,0,0,1
20250731,/blast-freezer/wide-body-power-blast-115kw.html,United States,session_start,Direct,1,0,0,1
20250731,/blast-freezers-lp,United Kingdom,click,Paid Search,1,0,0,1
20250731,/blast-freezers/cookies.html,United States,first_visit,Direct,1,0,0,1
20250731,/blast-freezers/cookies.html,United States,page_view,Direct,1,0,0,1
20250731,/blast-freezers/cookies.html,United States,session_start,Direct,1,0,0,1
20250731,/blast-freezers/links.html,United States,first_visit,Direct,1,0,0,1
20250731,/blast-freezers/links.html,United States,page_view,Direct,1,0,0,1
20250731,/blast-freezers/links.html,United States,session_start,Direct,1,0,0,1
20250731,/blast-freezers/privacy.html,United States,first_visit,Direct,1,0,0,1
20250731,/blast-freezers/privacy.html,United States,page_view,Direct,1,0,0,1
20250731,/blast-freezers/privacy.html,United States,session_start,Direct,1,0,0,1
20250731,/blast-freezers/terms.html,United States,first_visit,Direct,1,0,0,1
20250731,/blast-freezers/terms.html,United States,page_view,Direct,1,0,0,1
20250731,/blast-freezers/terms.html,United States,session_start,Direct,1,0,0,1
20250731,/brakes-video,United Kingdom,first_visit,Organic Video,0,1,0,1
20250731,/brakes-video,United Kingdom,page_view,Organic Video,0,1,0,1
20250731,/brakes-video,United Kingdom,session_start,Organic Video,0,1,0,1
20250731,/brakes-video,United Kingdom,user_engagement,Organic Video,0,1,0,1
20250731,/brands/carrier.html,United Kingdom,first_visit,Organic Search,0,1,0,1
20250731,/brands/carrier.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250731,/brands/carrier.html,United Kingdom,session_start,Organic Search,0,1,0,1
20250731,/brands/carrier.html,United States,first_visit,Direct,1,0,0,1
20250731,/brands/carrier.html,United States,page_view,Direct,1,0,0,1
20250731,/brands/carrier.html,United States,session_start,Direct,1,0,0,1
20250731,/brands/cold-kit-rooms.html,United States,first_visit,Direct,1,0,0,1
20250731,/brands/cold-kit-rooms.html,United States,page_view,Direct,1,0,0,1
20250731,/brands/cold-kit-rooms.html,United States,session_start,Direct,1,0,0,1
20250731,/brands/klinge-corporation.html,United States,first_visit,Direct,1,0,0,1
20250731,/brands/klinge-corporation.html,United States,page_view,Direct,1,0,0,1
20250731,/brands/klinge-corporation.html,United States,session_start,Direct,1,0,0,1
20250731,/brands/partners.html,United States,first_visit,Direct,1,0,0,1
20250731,/brands/partners.html,United States,page_view,Direct,1,0,0,1
20250731,/brands/partners.html,United States,session_start,Direct,1,0,0,1
20250731,/brands/thermo-king.html,United States,first_visit,Direct,1,0,0,1
20250731,/brands/thermo-king.html,United States,page_view,Direct,1,0,0,1
20250731,/brands/thermo-king.html,United States,session_start,Direct,1,0,0,1
20250731,/careers,United States,first_visit,Direct,1,0,0,1
20250731,/careers,United States,page_view,Direct,1,0,0,1
20250731,/careers,United States,session_start,Direct,1,0,0,1
20250731,/careers/credit-controller-job.html,United States,first_visit,Direct,1,0,0,1
20250731,/careers/credit-controller-job.html,United States,page_view,Direct,1,0,0,1
20250731,/careers/credit-controller-job.html,United States,session_start,Direct,1,0,0,1
20250731,/careers/telemarketing-executive.html,United States,first_visit,Direct,1,0,0,1
20250731,/careers/telemarketing-executive.html,United States,page_view,Direct,1,0,0,1
20250731,/careers/telemarketing-executive.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies,United Kingdom,first_visit,Direct,0,1,0,1
20250731,/case-studies,United Kingdom,page_view,Direct,0,1,0,1
20250731,/case-studies,United Kingdom,session_start,Direct,0,1,0,1
20250731,/case-studies,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies,United States,page_view,Direct,1,0,0,1
20250731,/case-studies,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/airport-logistics.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/airport-logistics.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/airport-logistics.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/beckworth.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/beckworth.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/beckworth.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/brakes-case-study.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/brakes-case-study.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/brakes-case-study.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/british-corner-shop.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/british-corner-shop.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/british-corner-shop.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/brookstreet.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/brookstreet.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/brookstreet.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/chilled-storage.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/chilled-storage.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/chilled-storage.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/conservation-letterfrack.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/conservation-letterfrack.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/conservation-letterfrack.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/cranswick.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/cranswick.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/cranswick.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/culture-media-store.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/culture-media-store.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/culture-media-store.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/desserts-success.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/desserts-success.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/desserts-success.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/discount-retailer.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/discount-retailer.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/discount-retailer.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/distribution-company.html,United Kingdom,page_view,Direct,0,1,0,1
20250731,/case-studies/distribution-company.html,United Kingdom,session_start,Direct,0,1,0,1
20250731,/case-studies/distribution-company.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/distribution-company.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/distribution-company.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/double-stacked.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/double-stacked.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/double-stacked.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/drager-safety-uk.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/drager-safety-uk.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/drager-safety-uk.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/eden-project.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/eden-project.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/eden-project.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/explosion-proof-storage.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/explosion-proof-storage.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/explosion-proof-storage.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/fine-meats.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/fine-meats.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/fine-meats.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/freeze-on-ebola.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/freeze-on-ebola.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/freeze-on-ebola.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/gas-company-cold-store.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/gas-company-cold-store.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/gas-company-cold-store.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/gate-gourmet.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/gate-gourmet.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/gate-gourmet.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/gerry-butler.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/gerry-butler.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/gerry-butler.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/glanbia-fonthill.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/glanbia-fonthill.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/glanbia-fonthill.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/global-logistics.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/global-logistics.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/global-logistics.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/greencore-group.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/greencore-group.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/greencore-group.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/gritchie-brewing-company.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/gritchie-brewing-company.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/gritchie-brewing-company.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/hewlett-packard.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/hewlett-packard.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/hewlett-packard.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/house-of-westphalia.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/house-of-westphalia.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/house-of-westphalia.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/interserve-fm.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/interserve-fm.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/interserve-fm.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/leading-global-healthcare-comp.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/leading-global-healthcare-comp.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/leading-global-healthcare-comp.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/malawi.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/malawi.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/malawi.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/nila.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/nila.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/nila.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/portreath-bakery-cold-storage.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/portreath-bakery-cold-storage.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/portreath-bakery-cold-storage.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/revolutionising-fish-storage.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/revolutionising-fish-storage.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/revolutionising-fish-storage.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/savona.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/savona.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/savona.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/scalable-blast-freezer-solutions.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/scalable-blast-freezer-solutions.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/scalable-blast-freezer-solutions.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/seafood-success-story.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/seafood-success-story.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/seafood-success-story.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/sigma-aldrich.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/sigma-aldrich.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/sigma-aldrich.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/slimline-mega.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/slimline-mega.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/slimline-mega.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/station-works-brewery.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/station-works-brewery.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/station-works-brewery.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/synergix-logistics-solutions.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/synergix-logistics-solutions.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/synergix-logistics-solutions.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/the-dogs-butchers.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/the-dogs-butchers.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/the-dogs-butchers.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/us-pharmaceutical.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/us-pharmaceutical.html,United States,page_view,Direct,1,0,0,1
20250731,/case-studies/us-pharmaceutical.html,United States,session_start,Direct,1,0,0,1
20250731,/case-studies/wagashi-bakery.html,United States,first_visit,Direct,1,0,0,1
20250731,/case-studies/wagashi-bakery.html,United States,page_view,Direct,1,0,0,1
