# ----------------------------------------
# CRS UK - GA4
# Free-form-Free-form 1
# 20250627-20250924
# ----------------------------------------

,,,,Device category,mobile,desktop,tablet,Totals
Date,Landing page,Country,Event name,Session default channel group,Active users,Active users,Active users,Active users
20250729,/news/blast-freezers-basics.html,New Zealand,session_start,Organic Search,0,1,0,1
20250729,/news/blast-freezing-eutectic-plates.html,United States,first_visit,Organic Search,0,1,0,1
20250729,/news/blast-freezing-eutectic-plates.html,United States,page_view,Organic Search,0,1,0,1
20250729,/news/blast-freezing-eutectic-plates.html,United States,session_start,Organic Search,0,1,0,1
20250729,/news/carbon-fibre-cold-storage.html,United Kingdom,first_visit,Organic Search,0,1,0,1
20250729,/news/carbon-fibre-cold-storage.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250729,/news/carbon-fibre-cold-storage.html,United Kingdom,session_start,Organic Search,0,1,0,1
20250729,/news/cold-storage-fruit-and-veg.html,Thailand,first_visit,Organic Search,0,1,0,1
20250729,/news/cold-storage-fruit-and-veg.html,Thailand,page_view,Organic Search,0,1,0,1
20250729,/news/cold-storage-fruit-and-veg.html,Thailand,session_start,Organic Search,0,1,0,1
20250729,/news/cold-storage-fruit-and-veg.html,United Kingdom,first_visit,Organic Search,0,1,0,1
20250729,/news/cold-storage-fruit-and-veg.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250729,/news/cold-storage-fruit-and-veg.html,United Kingdom,session_start,Organic Search,0,1,0,1
20250729,/news/ispm-15-compliance.html,Singapore,first_visit,Direct,0,1,0,1
20250729,/news/ispm-15-compliance.html,Singapore,page_view,Direct,0,1,0,1
20250729,/news/ispm-15-compliance.html,Singapore,session_start,Direct,0,1,0,1
20250729,/news/rapid-chilling.html,United Kingdom,first_visit,Organic Search,1,0,0,1
20250729,/news/rapid-chilling.html,United Kingdom,page_view,Organic Search,1,0,0,1
20250729,/news/rapid-chilling.html,United Kingdom,session_start,Organic Search,1,0,0,1
20250729,/news/refrigerated-container-care.html,India,first_visit,Direct,1,0,0,1
20250729,/news/refrigerated-container-care.html,India,page_view,Direct,1,0,0,1
20250729,/news/refrigerated-container-care.html,India,session_start,Direct,1,0,0,1
20250729,/news/rmoniweb-mobile-app.html,United Kingdom,first_visit,Organic Search,1,0,0,1
20250729,/news/rmoniweb-mobile-app.html,United Kingdom,page_view,Organic Search,1,0,0,1
20250729,/news/rmoniweb-mobile-app.html,United Kingdom,session_start,Organic Search,1,0,0,1
20250729,/news/thawingwithcoldstorage.html,United Kingdom,first_visit,Organic Search,0,1,0,1
20250729,/news/thawingwithcoldstorage.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250729,/news/thawingwithcoldstorage.html,United Kingdom,session_start,Organic Search,0,1,0,1
20250729,/news/tuna-storage.html,Philippines,first_visit,Organic Search,0,1,0,1
20250729,/news/tuna-storage.html,Philippines,page_view,Organic Search,0,1,0,1
20250729,/news/tuna-storage.html,Philippines,session_start,Organic Search,0,1,0,1
20250729,/news/what-blast-freezer.html,India,first_visit,Direct,1,0,0,1
20250729,/news/what-blast-freezer.html,India,page_view,Direct,1,0,0,1
20250729,/news/what-blast-freezer.html,India,session_start,Direct,1,0,0,1
20250729,/news/what-blast-freezer.html,Thailand,first_visit,Organic Search,0,1,0,1
20250729,/news/what-blast-freezer.html,Thailand,page_view,Organic Search,0,1,0,1
20250729,/news/what-blast-freezer.html,Thailand,session_start,Organic Search,0,1,0,1
20250729,/refrigerated-container,United Kingdom,page_view,Organic Search,1,0,0,1
20250729,/refrigerated-container,United Kingdom,session_start,Organic Search,1,0,0,1
20250729,/refrigerated-container/10ft.html,Bermuda,first_visit,Organic Search,1,0,0,1
20250729,/refrigerated-container/10ft.html,Bermuda,page_view,Organic Search,1,0,0,1
20250729,/refrigerated-container/10ft.html,Bermuda,session_start,Organic Search,1,0,0,1
20250729,/refrigerated-container/grade-a-plus-range.html,Isle of Man,first_visit,Direct,0,1,0,1
20250729,/refrigerated-container/grade-a-plus-range.html,Isle of Man,page_view,Direct,0,1,0,1
20250729,/refrigerated-container/grade-a-plus-range.html,Isle of Man,session_start,Direct,0,1,0,1
20250729,/refrigerated-units-lp,United Kingdom,click,Paid Search,0,1,0,1
20250729,/refrigerated-units-lp,United Kingdom,scroll,Paid Search,0,1,0,1
20250729,/refrigeration/cold-storage/manchester.html,United Kingdom,first_visit,Organic Search,1,0,0,1
20250729,/refrigeration/cold-storage/manchester.html,United Kingdom,page_view,Organic Search,1,0,0,1
20250729,/refrigeration/cold-storage/manchester.html,United Kingdom,session_start,Organic Search,1,0,0,1
20250729,/refrigeration/refrigerated-containers/devon.html,United Kingdom,first_visit,Organic Search,0,1,0,1
20250729,/refrigeration/refrigerated-containers/devon.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250729,/refrigeration/refrigerated-containers/devon.html,United Kingdom,session_start,Organic Search,0,1,0,1
20250729,/refrigeration/refrigerated-containers/oxford.html,United Kingdom,first_visit,Organic Search,1,0,0,1
20250729,/refrigeration/refrigerated-containers/oxford.html,United Kingdom,page_view,Organic Search,1,0,0,1
20250729,/refrigeration/refrigerated-containers/oxford.html,United Kingdom,session_start,Organic Search,1,0,0,1
20250729,/services/crs-services.html,United Kingdom,page_view,Organic Search,1,0,0,1
20250729,/services/crs-services.html,United Kingdom,session_start,Organic Search,1,0,0,1
20250729,/storage/freezer-containers.html,France,first_visit,Organic Search,0,1,0,1
20250729,/storage/freezer-containers.html,France,page_view,Organic Search,0,1,0,1
20250729,/storage/freezer-containers.html,France,session_start,Organic Search,0,1,0,1
20250729,/storage/portable-refrigeration-units.html,Barbados,first_visit,Organic Search,1,0,0,1
20250729,/storage/portable-refrigeration-units.html,Barbados,page_view,Organic Search,1,0,0,1
20250729,/storage/portable-refrigeration-units.html,Barbados,session_start,Organic Search,1,0,0,1
20250730,(not set),United Kingdom,session_start,Cross-network,0,1,0,1
20250730,(not set),United Kingdom,user_engagement,Cross-network,0,1,0,1
20250730,/,India,first_visit,Organic Search,0,1,0,1
20250730,/,India,page_view,Organic Search,0,1,0,1
20250730,/,India,session_start,Organic Search,0,1,0,1
20250730,/,Italy,first_visit,Organic Search,0,1,0,1
20250730,/,Italy,page_view,Organic Search,0,1,0,1
20250730,/,Italy,session_start,Organic Search,0,1,0,1
20250730,/,Malaysia,page_view,Email,0,1,0,1
20250730,/,Malaysia,session_start,Email,0,1,0,1
20250730,/,Netherlands,first_visit,Organic Search,0,1,0,1
20250730,/,Netherlands,page_view,Organic Search,0,1,0,1
20250730,/,Netherlands,session_start,Organic Search,0,1,0,1
20250730,/,Singapore,first_visit,Organic Search,0,1,0,1
20250730,/,Singapore,page_view,Organic Search,0,1,0,1
20250730,/,Singapore,session_start,Organic Search,0,1,0,1
20250730,/,Sri Lanka,first_visit,Direct,0,1,0,1
20250730,/,Sri Lanka,page_view,Direct,0,1,0,1
20250730,/,Sri Lanka,session_start,Direct,0,1,0,1
20250730,/,United Kingdom,first_visit,Paid Search,1,0,0,1
20250730,/,United Kingdom,page_view,Paid Search,1,0,0,1
20250730,/,United Kingdom,session_start,Paid Search,1,0,0,1
20250730,/about/what-crs-does.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250730,/about/what-crs-does.html,United Kingdom,session_start,Organic Search,0,1,0,1
20250730,/blast-freezer,United Kingdom,any_contact_form_sent,Direct,0,1,0,1
20250730,/blast-freezer,United Kingdom,sent_main_enquiry_form,Direct,0,1,0,1
20250730,/blast-freezer/20ftblastfreezer.html,Mexico,first_visit,Organic Search,1,0,0,1
20250730,/blast-freezer/20ftblastfreezer.html,Mexico,page_view,Organic Search,1,0,0,1
20250730,/blast-freezer/20ftblastfreezer.html,Mexico,session_start,Organic Search,1,0,0,1
20250730,/blast-freezer/40ft-power-blast-25kw.html,Taiwan,first_visit,Organic Search,0,1,0,1
20250730,/blast-freezer/40ft-power-blast-25kw.html,Taiwan,page_view,Organic Search,0,1,0,1
20250730,/blast-freezer/40ft-power-blast-25kw.html,Taiwan,session_start,Organic Search,0,1,0,1
20250730,/blast-freezer/40ft-power-blast-60kw.html,United States,first_visit,Organic Search,0,1,0,1
20250730,/blast-freezer/40ft-power-blast-60kw.html,United States,page_view,Organic Search,0,1,0,1
20250730,/blast-freezer/40ft-power-blast-60kw.html,United States,session_start,Organic Search,0,1,0,1
20250730,/blast-freezer/index.html,United States,page_view,Direct,0,1,0,1
20250730,/blast-freezer/index.html,United States,session_start,Direct,0,1,0,1
20250730,/blast-freezer/preconditioning.html,United Kingdom,first_visit,Organic Search,0,1,0,1
20250730,/blast-freezer/preconditioning.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250730,/blast-freezer/preconditioning.html,United Kingdom,session_start,Organic Search,0,1,0,1
20250730,/blast-freezer/preconditioning.html,United States,first_visit,Organic Search,0,1,0,1
20250730,/blast-freezer/preconditioning.html,United States,page_view,Organic Search,0,1,0,1
20250730,/blast-freezer/preconditioning.html,United States,session_start,Organic Search,0,1,0,1
20250730,/blast-freezer/wide-body-power-blast-115kw.html,United Kingdom,page_view,Paid Search,1,0,0,1
20250730,/blast-freezer/wide-body-power-blast-115kw.html,United Kingdom,session_start,Paid Search,1,0,0,1
20250730,/blast-freezers-lp,United Kingdom,click,Paid Search,0,1,0,1
20250730,/blast-freezers-lp,United Kingdom,scroll,Paid Search,0,1,0,1
20250730,/blastfreezer/warehouse/birmingham.html,United Kingdom,first_visit,Organic Search,0,1,0,1
20250730,/blastfreezer/warehouse/birmingham.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250730,/blastfreezer/warehouse/birmingham.html,United Kingdom,session_start,Organic Search,0,1,0,1
20250730,/brakes-video,United Kingdom,click,Organic Video,0,1,0,1
20250730,/brakes-video,United Kingdom,first_visit,Organic Video,0,1,0,1
20250730,/brakes-video,United Kingdom,page_view,Organic Video,0,1,0,1
20250730,/brakes-video,United Kingdom,session_start,Organic Video,0,1,0,1
20250730,/brakes-video,United Kingdom,user_engagement,Organic Video,0,1,0,1
20250730,/brakes-video,United Kingdom,video_progress,Organic Video,0,1,0,1
20250730,/brakes-video,United Kingdom,video_start,Organic Video,0,1,0,1
20250730,/careers,United States,first_visit,Direct,0,1,0,1
20250730,/careers,United States,page_view,Direct,0,1,0,1
20250730,/careers,United States,session_start,Direct,0,1,0,1
20250730,/case-studies/greencore-group.html,United Kingdom,first_visit,Organic Search,0,1,0,1
20250730,/case-studies/greencore-group.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250730,/case-studies/greencore-group.html,United Kingdom,session_start,Organic Search,0,1,0,1
20250730,/case-studies/wagashi-bakery.html,United States,page_view,Direct,0,1,0,1
20250730,/case-studies/wagashi-bakery.html,United States,session_start,Direct,0,1,0,1
20250730,/cold-rooms-lp,Jersey,first_visit,Paid Search,1,0,0,1
20250730,/cold-rooms-lp,Jersey,page_view,Paid Search,1,0,0,1
20250730,/cold-rooms-lp,Jersey,session_start,Paid Search,1,0,0,1
20250730,/cold-rooms-lp,Jersey,user_engagement,Paid Search,1,0,0,1
20250730,/cold-rooms-lp,United Kingdom,phone_number_click,Paid Search,1,0,0,1
20250730,/cold-rooms-lp,United Kingdom,scroll,Cross-network,1,0,0,1
20250730,/cold-rooms/portable-cold-room.html,United Kingdom,first_visit,Organic Search,0,1,0,1
20250730,/cold-rooms/portable-cold-room.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250730,/cold-rooms/portable-cold-room.html,United Kingdom,session_start,Organic Search,0,1,0,1
20250730,/cold-stores,United Kingdom,first_visit,Organic Search,0,1,0,1
20250730,/cold-stores,United Kingdom,first_visit,Paid Search,1,0,0,1
20250730,/cold-stores,United Kingdom,page_view,Organic Search,0,1,0,1
20250730,/cold-stores,United Kingdom,page_view,Paid Search,1,0,0,1
20250730,/cold-stores,United Kingdom,session_start,Organic Search,0,1,0,1
20250730,/cold-stores,United Kingdom,session_start,Paid Search,1,0,0,1
20250730,/coldstores,United Kingdom,first_visit,Referral,1,0,0,1
20250730,/coldstores,United Kingdom,page_view,Referral,1,0,0,1
20250730,/coldstores,United Kingdom,session_start,Referral,1,0,0,1
20250730,/coldstores,United Kingdom,user_engagement,Referral,1,0,0,1
20250730,/crs-cold-stores-0-0,Ireland,first_visit,Email,1,0,0,1
20250730,/crs-cold-stores-0-0,Ireland,page_view,Email,1,0,0,1
20250730,/crs-cold-stores-0-0,Ireland,scroll,Email,1,0,0,1
20250730,/crs-cold-stores-0-0,Ireland,session_start,Email,1,0,0,1
20250730,/crs-cold-stores-0-0,Ireland,user_engagement,Email,1,0,0,1
20250730,/enquiry,United Kingdom,first_visit,Organic Search,0,1,0,1
20250730,/enquiry,United Kingdom,page_view,Organic Search,0,1,0,1
20250730,/enquiry,United Kingdom,session_start,Organic Search,0,1,0,1
20250730,/enquiry/contactConfirm.php,South Africa,any_contact_form_sent,Organic Search,0,1,0,1
20250730,/enquiry/contactConfirm.php,South Africa,page_view,Organic Search,0,1,0,1
20250730,/enquiry/contactConfirm.php,South Africa,sent_main_enquiry_form,Organic Search,0,1,0,1
20250730,/enquiry/contactConfirm.php,South Africa,session_start,Organic Search,0,1,0,1
20250730,/get-in-touch,United Kingdom,form_start,Paid Search,1,0,0,1
20250730,/get-in-touch,United Kingdom,form_submit,Paid Search,1,0,0,1
20250730,/get-in-touch,United Kingdom,info_form_submission,Paid Search,1,0,0,1
20250730,/get-in-touch,United Kingdom,info_phone_number_click,Paid Search,1,0,0,1
20250730,/get-in-touch-with-crs,United Kingdom,form_start,Paid Search,0,1,0,1
20250730,/get-in-touch-with-crs,United Kingdom,form_submit,Paid Search,0,1,0,1
20250730,/get-in-touch-with-crs,United Kingdom,info_form_submission,Paid Search,0,1,0,1
20250730,/get-in-touch-with-crs,United Kingdom,scroll,Paid Search,0,1,0,1
20250730,/heated,United Kingdom,first_visit,Organic Search,0,1,0,1
20250730,/heated,United Kingdom,page_view,Organic Search,0,1,0,1
20250730,/heated,United Kingdom,session_start,Organic Search,0,1,0,1
20250730,/industry/bakery-cold-storage.html,United States,first_visit,Organic Search,0,1,0,1
20250730,/industry/bakery-cold-storage.html,United States,page_view,Organic Search,0,1,0,1
20250730,/industry/bakery-cold-storage.html,United States,session_start,Organic Search,0,1,0,1
20250730,/knowledge/cold-chain.html,United Kingdom,first_visit,Organic Search,0,1,0,1
20250730,/knowledge/cold-chain.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250730,/knowledge/cold-chain.html,United Kingdom,session_start,Organic Search,0,1,0,1
20250730,/knowledge/meat-cold-storage.html,United Kingdom,first_visit,Organic Search,0,1,0,1
20250730,/knowledge/meat-cold-storage.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250730,/knowledge/meat-cold-storage.html,United Kingdom,session_start,Organic Search,0,1,0,1
20250730,/news/cold-storage-demand.html,United Kingdom,first_visit,Organic Search,1,0,0,1
20250730,/news/cold-storage-demand.html,United Kingdom,page_view,Organic Search,1,0,0,1
20250730,/news/cold-storage-demand.html,United Kingdom,session_start,Organic Search,1,0,0,1
20250730,/news/cold-storage-design.html,United States,first_visit,Organic Search,1,0,0,1
20250730,/news/cold-storage-design.html,United States,page_view,Organic Search,1,0,0,1
20250730,/news/cold-storage-design.html,United States,session_start,Organic Search,1,0,0,1
20250730,/news/cold-storage-fruit-and-veg.html,Pakistan,first_visit,Direct,0,1,0,1
20250730,/news/cold-storage-fruit-and-veg.html,Pakistan,page_view,Direct,0,1,0,1
20250730,/news/cold-storage-fruit-and-veg.html,Pakistan,session_start,Direct,0,1,0,1
20250730,/news/cold-storage-fruit-and-veg.html,United Kingdom,first_visit,Organic Search,1,0,0,1
20250730,/news/cold-storage-fruit-and-veg.html,United Kingdom,page_view,Organic Search,1,0,0,1
20250730,/news/cold-storage-fruit-and-veg.html,United Kingdom,session_start,Organic Search,1,0,0,1
20250730,/news/cooling-with-blast-chillers.html,Germany,first_visit,Organic Search,0,1,0,1
20250730,/news/cooling-with-blast-chillers.html,Germany,page_view,Organic Search,0,1,0,1
20250730,/news/cooling-with-blast-chillers.html,Germany,session_start,Organic Search,0,1,0,1
20250730,/news/crs-cool-energy.html,India,page_view,Organic Search,0,1,0,1
20250730,/news/crs-cool-energy.html,India,session_start,Organic Search,0,1,0,1
20250730,/news/tempering-units.html,Italy,first_visit,Organic Search,0,1,0,1
20250730,/news/tempering-units.html,Italy,page_view,Organic Search,0,1,0,1
20250730,/news/tempering-units.html,Italy,session_start,Organic Search,0,1,0,1
20250730,/news/walk-in-fridge.html,India,first_visit,Organic Search,0,1,0,1
20250730,/news/walk-in-fridge.html,India,page_view,Organic Search,0,1,0,1
20250730,/news/walk-in-fridge.html,India,session_start,Organic Search,0,1,0,1
20250730,/news/walk-in-fridge.html,United Arab Emirates,first_visit,Organic Search,0,1,0,1
20250730,/news/walk-in-fridge.html,United Arab Emirates,page_view,Organic Search,0,1,0,1
20250730,/news/walk-in-fridge.html,United Arab Emirates,session_start,Organic Search,0,1,0,1
20250730,/news/what-blast-freezer.html,United States,first_visit,Direct,0,1,0,1
20250730,/news/what-blast-freezer.html,United States,page_view,Direct,0,1,0,1
20250730,/news/what-blast-freezer.html,United States,session_start,Direct,0,1,0,1
20250730,/news/what-blast-freezer.html,Zimbabwe,first_visit,Organic Search,0,0,1,1
20250730,/news/what-blast-freezer.html,Zimbabwe,page_view,Organic Search,0,0,1,1
20250730,/news/what-blast-freezer.html,Zimbabwe,session_start,Organic Search,0,0,1,1
20250730,/refrigerated-container/10ft.html,India,first_visit,Organic Search,1,0,0,1
20250730,/refrigerated-container/10ft.html,India,page_view,Organic Search,1,0,0,1
20250730,/refrigerated-container/10ft.html,India,session_start,Organic Search,1,0,0,1
20250730,/refrigerated-container/10ft.html,Ireland,first_visit,Organic Search,1,0,0,1
20250730,/refrigerated-container/10ft.html,Ireland,page_view,Organic Search,1,0,0,1
20250730,/refrigerated-container/10ft.html,Ireland,session_start,Organic Search,1,0,0,1
20250730,/refrigerated-container/10ft.html,United Kingdom,any_contact_form_sent,Direct,1,0,0,1
20250730,/refrigerated-container/10ft.html,United Kingdom,first_visit,Direct,1,0,0,1
20250730,/refrigerated-container/10ft.html,United Kingdom,first_visit,Organic Search,1,0,0,1
20250730,/refrigerated-container/10ft.html,United Kingdom,page_view,Direct,1,0,0,1
20250730,/refrigerated-container/10ft.html,United Kingdom,scroll,Organic Search,0,1,0,1
20250730,/refrigerated-container/10ft.html,United Kingdom,sent_main_enquiry_form,Direct,1,0,0,1
20250730,/refrigerated-container/10ft.html,United Kingdom,session_start,Direct,1,0,0,1
20250730,/refrigerated-container/40ft.html,Portugal,first_visit,Organic Search,0,1,0,1
20250730,/refrigerated-container/40ft.html,Portugal,page_view,Organic Search,0,1,0,1
20250730,/refrigerated-container/40ft.html,Portugal,session_start,Organic Search,0,1,0,1
20250730,/refrigerated-container/40ft.html,United Kingdom,first_visit,Organic Search,0,1,0,1
20250730,/refrigerated-container/40ft.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250730,/refrigerated-container/40ft.html,United Kingdom,session_start,Organic Search,0,1,0,1
20250730,/refrigerated-storage/refrigeration-methods.html,Malaysia,first_visit,Organic Search,0,1,0,1
20250730,/refrigerated-storage/refrigeration-methods.html,Malaysia,page_view,Organic Search,0,1,0,1
20250730,/refrigerated-storage/refrigeration-methods.html,Malaysia,session_start,Organic Search,0,1,0,1
20250730,/refrigerated-units-lp,United Kingdom,any_contact_form_sent,Paid Search,0,1,0,1
20250730,/refrigerated-units-lp,United Kingdom,form_start,Paid Search,0,1,0,1
20250730,/refrigerated-units-lp,United Kingdom,form_submission,Paid Search,0,1,0,1
20250730,/refrigerated-units-lp,United Kingdom,form_submit,Paid Search,0,1,0,1
20250730,/refrigerated-units-lp,United Kingdom,info_form_submission,Paid Search,0,1,0,1
20250730,/refrigerated-units-lp,United Kingdom,sent_main_enquiry_form,Paid Search,0,1,0,1
20250730,/refrigeration/cold-rooms/london.html,United Kingdom,first_visit,Organic Search,1,0,0,1
20250730,/refrigeration/cold-rooms/london.html,United Kingdom,page_view,Organic Search,1,0,0,1
20250730,/refrigeration/cold-rooms/london.html,United Kingdom,session_start,Organic Search,1,0,0,1
20250730,/refrigeration/cold-rooms/swindon.html,Japan,any_contact_form_sent,Organic Search,0,1,0,1
20250730,/refrigeration/cold-rooms/swindon.html,Japan,first_visit,Organic Search,0,1,0,1
20250730,/refrigeration/cold-rooms/swindon.html,Japan,page_view,Organic Search,0,1,0,1
20250730,/refrigeration/cold-rooms/swindon.html,Japan,sent_main_enquiry_form,Organic Search,0,1,0,1
20250730,/refrigeration/cold-rooms/swindon.html,Japan,session_start,Organic Search,0,1,0,1
20250730,/refrigeration/refrigerated-containers/belfast.html,United Kingdom,first_visit,Organic Search,0,1,0,1
20250730,/refrigeration/refrigerated-containers/belfast.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250730,/refrigeration/refrigerated-containers/belfast.html,United Kingdom,session_start,Organic Search,0,1,0,1
20250730,/refrigeration/refrigerated-containers/london.html,Italy,page_view,Organic Search,0,1,0,1
20250730,/refrigeration/refrigerated-containers/london.html,Italy,session_start,Organic Search,0,1,0,1
20250730,/refrigeration/refrigerated-containers/swindon.html,United Kingdom,first_visit,Unassigned,0,1,0,1
20250730,/refrigeration/refrigerated-containers/swindon.html,United Kingdom,page_view,Unassigned,0,1,0,1
20250730,/refrigeration/refrigerated-containers/swindon.html,United Kingdom,session_start,Unassigned,0,1,0,1
20250730,/refrigeration/refrigerated-storage/glasgow.html,Canada,first_visit,Direct,1,0,0,1
20250730,/refrigeration/refrigerated-storage/glasgow.html,Canada,page_view,Direct,1,0,0,1
20250730,/refrigeration/refrigerated-storage/glasgow.html,Canada,session_start,Direct,1,0,0,1
20250730,/services/commercial-refrigeration.html,Greece,first_visit,Organic Search,0,1,0,1
20250730,/services/commercial-refrigeration.html,Greece,page_view,Organic Search,0,1,0,1
20250730,/services/commercial-refrigeration.html,Greece,session_start,Organic Search,0,1,0,1
20250730,/specialist/climate-controlled.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250730,/specialist/climate-controlled.html,United Kingdom,session_start,Organic Search,0,1,0,1
20250730,/storage/cold-stores-rooms.html,United States,first_visit,Direct,0,1,0,1
20250730,/storage/cold-stores-rooms.html,United States,page_view,Direct,0,1,0,1
20250730,/storage/cold-stores-rooms.html,United States,session_start,Direct,0,1,0,1
20250730,/storage/meat-lockers.html,United Kingdom,first_visit,Organic Search,0,0,1,1
20250730,/storage/meat-lockers.html,United Kingdom,page_view,Organic Search,0,0,1,1
20250730,/storage/meat-lockers.html,United Kingdom,session_start,Organic Search,0,0,1,1
20250731,(not set),United Kingdom,session_start,Organic Search,0,1,0,1
20250731,(not set),United Kingdom,session_start,Organic Video,0,1,0,1
20250731,(not set),United Kingdom,session_start,Paid Search,1,0,0,1
20250731,(not set),United Kingdom,user_engagement,Organic Search,0,1,0,1
20250731,(not set),United Kingdom,user_engagement,Paid Search,1,0,0,1
20250731,(not set),United Kingdom,video_progress,Organic Video,0,1,0,1
20250731,(not set),United Kingdom,video_start,Organic Video,0,1,0,1
20250731,/,Germany,first_visit,Organic Search,0,1,0,1
20250731,/,Germany,page_view,Organic Search,0,1,0,1
20250731,/,Germany,session_start,Organic Search,0,1,0,1
20250731,/,Ireland,first_visit,Direct,0,1,0,1
20250731,/,Ireland,page_view,Direct,0,1,0,1
20250731,/,Ireland,session_start,Direct,0,1,0,1
20250731,/,Netherlands,page_view,Referral,0,1,0,1
20250731,/,Netherlands,session_start,Referral,0,1,0,1
20250731,/,Saudi Arabia,first_visit,Organic Search,1,0,0,1
20250731,/,Saudi Arabia,page_view,Organic Search,1,0,0,1
20250731,/,Saudi Arabia,session_start,Organic Search,1,0,0,1
20250731,/,United Kingdom,first_visit,Direct,0,1,0,1
20250731,/,United Kingdom,first_visit,Referral,0,1,0,1
20250731,/,United Kingdom,page_view,Referral,0,1,0,1
20250731,/,United Kingdom,session_start,Referral,0,1,0,1
20250731,/about/client-testimonials.html,United States,first_visit,Direct,1,0,0,1
20250731,/about/client-testimonials.html,United States,page_view,Direct,1,0,0,1
20250731,/about/client-testimonials.html,United States,session_start,Direct,1,0,0,1
20250731,/about/cold-store-rental.html,United States,first_visit,Direct,1,0,0,1
20250731,/about/cold-store-rental.html,United States,page_view,Direct,1,0,0,1
20250731,/about/cold-store-rental.html,United States,session_start,Direct,1,0,0,1
20250731,/about/payment-methods.html,United States,first_visit,Direct,1,0,0,1
20250731,/about/payment-methods.html,United States,page_view,Direct,1,0,0,1
20250731,/about/payment-methods.html,United States,session_start,Direct,1,0,0,1
20250731,/about/pricing.html,United States,first_visit,Direct,1,0,0,1
20250731,/about/pricing.html,United States,page_view,Direct,1,0,0,1
20250731,/about/pricing.html,United States,session_start,Direct,1,0,0,1
20250731,/about/what-crs-does.html,United States,first_visit,Direct,1,0,0,1
20250731,/about/what-crs-does.html,United States,page_view,Direct,1,0,0,1
20250731,/about/what-crs-does.html,United States,session_start,Direct,1,0,0,1
20250731,/about/why-use-crs.html,United Kingdom,first_visit,Paid Search,1,0,0,1
20250731,/about/why-use-crs.html,United Kingdom,page_view,Paid Search,1,0,0,1
20250731,/about/why-use-crs.html,United Kingdom,session_start,Paid Search,1,0,0,1
20250731,/about/why-use-crs.html,United States,first_visit,Direct,1,0,0,1
20250731,/about/why-use-crs.html,United States,page_view,Direct,1,0,0,1
20250731,/about/why-use-crs.html,United States,session_start,Direct,1,0,0,1
20250731,/archive/samples.html,United Kingdom,first_visit,Organic Search,0,1,0,1
20250731,/archive/samples.html,United Kingdom,page_view,Organic Search,0,1,0,1
20250731,/archive/samples.html,United Kingdom,session_start,Organic Search,0,1,0,1
20250731,/blast-freezer,Netherlands,page_view,Referral,0,1,0,1
20250731,/blast-freezer,Netherlands,session_start,Referral,0,1,0,1
20250731,/blast-freezer,South Africa,first_visit,Organic Search,1,0,0,1
20250731,/blast-freezer,South Africa,page_view,Organic Search,1,0,0,1
20250731,/blast-freezer,South Africa,session_start,Organic Search,1,0,0,1
20250731,/blast-freezer,United Kingdom,page_view,Paid Search,0,1,0,1
20250731,/blast-freezer,United Kingdom,session_start,Paid Search,0,1,0,1
20250731,/blast-freezer,United Kingdom,user_engagement,Paid Search,0,1,0,1
20250731,/blast-freezer,United States,first_visit,Direct,1,0,0,1
20250731,/blast-freezer,United States,page_view,Direct,1,0,0,1
20250731,/blast-freezer,United States,session_start,Direct,1,0,0,1
20250731,/blast-freezer/10ftblastfreezer.html,United States,first_visit,Direct,1,0,0,1
20250731,/blast-freezer/10ftblastfreezer.html,United States,page_view,Direct,1,0,0,1
20250731,/blast-freezer/10ftblastfreezer.html,United States,session_start,Direct,1,0,0,1
20250731,/blast-freezer/20ftblastfreezer.html,United States,first_visit,Direct,1,0,0,1
20250731,/blast-freezer/20ftblastfreezer.html,United States,page_view,Direct,1,0,0,1
20250731,/blast-freezer/20ftblastfreezer.html,United States,session_start,Direct,1,0,0,1
20250731,/blast-freezer/40ft-iso-blast-freezer.html,United States,first_visit,Direct,1,0,0,1
20250731,/blast-freezer/40ft-iso-blast-freezer.html,United States,page_view,Direct,1,0,0,1
20250731,/blast-freezer/40ft-iso-blast-freezer.html,United States,session_start,Direct,1,0,0,1
20250731,/blast-freezer/40ft-power-blast-25kw.html,United States,first_visit,Direct,1,0,0,1
20250731,/blast-freezer/40ft-power-blast-25kw.html,United States,page_view,Direct,1,0,0,1
20250731,/blast-freezer/40ft-power-blast-25kw.html,United States,session_start,Direct,1,0,0,1
20250731,/blast-freezer/40ft-power-blast-60kw.html,United States,first_visit,Direct,1,0,0,1
20250731,/blast-freezer/40ft-power-blast-60kw.html,United States,page_view,Direct,1,0,0,1
20250731,/blast-freezer/40ft-power-blast-60kw.html,United States,session_start,Direct,1,0,0,1
